nombre,categoria,tipo,lat,lon,codigo,codigo_antiguo,estado
BALSAS,EHMA,Hidrológica,-6.84461,-78.03025,472501F4,,AUTOMATICA
CHOTA,EMA,Meteorológica,-6.55405,-78.67588,4726C3E4,,AUTOMATICA
HUAMBOS,EMA,Meteorológica,-6.45364,-78.96319,47E94706,,AUTOMATICA
PUENTE SAN CARLOS,EHMA,Hidrológica,-6.61515,-79.27136,47E1D6C2,,AUTOMATICA
CASCABAMBA,EMA,Meteorológica,-7.38407,-78.72682,472C92CA,,AUTOMATICA
PUENTE CHILETE,EHMA,Hidrológica,-7.21968,-78.83798,4727470A,,AUTOMATICA
GUZMANGO,EMA,Meteorológica,-7.38133,-78.9033,472C81BC,,AUTOMATICA
SAUCEPAMPA,EMA,Meteorológica,-9.0309,-77.7763,109091,,AUTOMATICA
PUENTE CAHUA,EHA,Hidrológica,-10.60597,-77.34388,472182DA,,AUTOMATICA
RECUAY,EMA,Meteorológica,-9.72919,-77.45365,47259496,,AUTOMATICA
PACHACOTO,EMA,Meteorológica,-9.85243,-77.40607,47E89394,,AUTOMATICA
SHAQUEK,EMA,Meteorológica,-10.07116,-77.52504,110138,,AUTOMATICA
PUENTE SALINAS AMOJAO,EHA,Hidrológica,-5.45096,-78.4894,472B55E0,,AUTOMATICA
BAGUA,EAMA,Meteorológica,-5.66145,-78.53403,472C57D4,,AUTOMATICA
CORRAL QUEMADO,EHA,Hidrológica,-5.75461,-78.69208,472B607A,,AUTOMATICA
MAGUNCHAL,EHA,Hidrológica,-5.88987,-78.18876,472B2370,,AUTOMATICA
NARANJITO,EHA,Hidrológica,-5.81968,-78.27598,220907,,AUTOMATICA
BUENA VISTA,EMA,Meteorológica,-9.43372,-78.20828,109096,,AUTOMATICA
CHAVIN,EAMA,Meteorológica,-9.58598,-77.17529,4725A10C,,AUTOMATICA
CONDORCERRO,EHA,Hidrológica,-8.65793,-78.26172,211408,,AUTOMATICA
SAN JACINTO,EHA,Hidrológica,-9.141,-78.2023,211601,,AUTOMATICA
CURAHUASI,EMA,Meteorológica,-13.5526,-72.7349,113253,,AUTOMATICA
GRANJA SAN ANTONIO,EAMA,Meteorológica,-13.60492,-72.85693,47263360,,AUTOMATICA
CASACCANCHA,EMA,Meteorológica,-13.98923,-72.29832,472A1410,,AUTOMATICA
PUENTE PAMPAS GORE APU,EHA,Hidrológica,-13.43493,-73.82737,250900,,AUTOMATICA
TANCAYLLO,EMA,Meteorológica,-13.63523,-73.69004,113246,,AUTOMATICA
AREQUIPA UV,EMA,Meteorológica,-16.4042,-71.55155,116085,,AUTOMATICA
LA PAMPILLA,EMA,Meteorológica,-16.41384,-71.53452,116065,,AUTOMATICA
BELLA ESPERANZA,EMA,Meteorológica,-16.3648,-71.5,116087,,AUTOMATICA
CAYMA,PLU,Meteorológica,-16.31689,-71.52919,116083,,AUTOMATICA
CHARCANI,EHA,Hidrológica,-16.31086,-71.49511,472147C4,,AUTOMATICA
CHIGUATA,PLU,Meteorológica,-16.40645,-71.40914,116077,,AUTOMATICA
HUASACACHE,EMA,Meteorológica,-16.45774,-71.56635,116079,,AUTOMATICA
TINGO GRANDE,EHA,Hidrológica,-16.45992,-71.57431,472EE1AE,,AUTOMATICA
SAN FRANCISCO,PLU,Meteorológica,-16.38519,-71.49044,116082,,AUTOMATICA
TUCTUMPAYA,PLU,Meteorológica,-16.48827,-71.33463,116078,,AUTOMATICA
SAN JOSE DE UZUNA,EMA,Meteorológica,-16.58103,-71.32836,47E3B6D0,,AUTOMATICA
LAS SALINAS,EMA,Meteorológica,-16.32064,-71.15212,116086,,AUTOMATICA
SANTA RITA DE SIGUAS,EAMA,Meteorológica,-16.47301,-72.1106,116076,,AUTOMATICA
PUENTE DEL DIABLO,EHA,Hidrológica,-16.42665,-71.67507,4722E032,,AUTOMATICA
BOYADERO,EHA,Hidrológica,-16.58989,-72.00886,47E26242,,AUTOMATICA
PATAHUASI,EMA,Meteorológica,-16.05542,-71.41481,47E360B8,,AUTOMATICA
YURA,PLU,Meteorológica,-16.30271,-71.62395,116081,,AUTOMATICA
SOCOSANI,EHA,Hidrológica,-16.25944,-71.72056,47E27134,,AUTOMATICA
CAMANA,PE,Meteorológica,-16.64395,-72.70432,116084,,AUTOMATICA
OCOÑA,EHMA,Hidrológica,-16.427,-73.1145,472D23BE,,AUTOMATICA
HUATIAPA,EHA,Hidrológica,-16.00806,-72.48355,214400,,AUTOMATICA
CHIVAY,EAMA,Meteorológica,-15.64163,-71.60169,4723D752,,AUTOMATICA
HUANCA,EMA,Meteorológica,-16.03458,-71.88108,47E3A5A6,,AUTOMATICA
SAN MARTIN DE PORRES,EMA,Meteorológica,-12.00889,-77.08447,112265,,AUTOMATICA
LAS PALMAS,EMA,Meteorológica,-12.15675,-77.01303,112281,,AUTOMATICA
VILLA MARIA DEL TRIUNFO,EMA,Meteorológica,-12.16639,-76.92,472A0766,,AUTOMATICA
CARAL LAS MINAS,EHA,Hidrológica,-10.90961,-77.46789,212200,,AUTOMATICA
HUAROS,EAMA,Meteorológica,-11.40744,-76.57584,4725F170,,AUTOMATICA
CAÑETE,EMA,Meteorológica,-13.07475,-76.33042,113249,,AUTOMATICA
SOCSI,EHA,Hidrológica,-13.02825,-76.1945,472191AC,,AUTOMATICA
SANTO DOMINGO,EHMA,Hidrológica,-11.37,-77.02833,47E214D2,,AUTOMATICA
PUENTE CALLANTAMA,EHA,Hidrológica,-11.2989,-76.8518,47E22148,,AUTOMATICA
PAMPA DE MAJES,EMA,Meteorológica,-16.33565,-72.15266,4729E39A,,AUTOMATICA
HUANCAVELICA,EMA,Meteorológica,-12.77163,-75.01237,472722EC,,AUTOMATICA
AMAZONAS,EMA,Meteorológica,-3.76397,-73.25492,103065,,AUTOMATICA
GUEPPI,EMA,Meteorológica,-0.1172,-75.2503,101004,,AUTOMATICA
VICHAYCOCHA,EHA,Hidrológica,-11.13916,-76.62455,47E257D8,,AUTOMATICA
SANTA CRUZ,EMA,Meteorológica,-11.19827,-76.63487,47E330C4,,AUTOMATICA
CARAC,EMA,Meteorológica,-11.19005,-76.77937,47E323B2,,AUTOMATICA
CUCHUANCA,EHA,Hidrológica,-11.20158,-76.7881,47E2323E,,AUTOMATICA
MATUCANA,EMA,Meteorológica,-11.83911,-76.378,472CE45A,,AUTOMATICA
PUENTE ANTAPUCRO,EHA,Hidrológica,-12.0333,-76.6333,212700,,AUTOMATICA
CASAPALCA,EMA,Meteorológica,-11.638,-76.23325,472D73C2,,AUTOMATICA
SAN MATEO,EHA,Hidrológica,-11.76012,-76.30111,212605,,AUTOMATICA
SAN MATEO DE OTAO,EMA,Meteorológica,-11.847,-76.56359,472EC742,,AUTOMATICA
SANTA EULALIA,EHMA,Hidrológica,-11.92,-76.66664,472E24B0,,AUTOMATICA
SANTIAGO DE TUNA,EMA,Meteorológica,-11.9832,-76.5242,472CA750,,AUTOMATICA
ALCANTARILLA,EMA,Meteorológica,-11.06061,-77.55006,111300,,AUTOMATICA
PICOY,EHA,Hidrológica,-10.92159,-76.73703,110139,,AUTOMATICA
SAYAN,EHMA,Hidrológica,-11.13472,-77.19833,4724966C,,AUTOMATICA
CARANIA,EAMA,Meteorológica,-12.3444,-75.87215,472364DC,,AUTOMATICA
ENAPU PERU,EHMA,Hidrológica,-3.72722,-73.23694,47252718,,AUTOMATICA
SAN REGIS,EMA,Meteorológica,-4.51301,-73.90751,104112,,AUTOMATICA
CABALLOCOCHA,EMA,Meteorológica,-3.91125,-70.51206,4727547C,,AUTOMATICA
PEBAS,EAMA,Meteorológica,-3.31791,-71.85962,47288486,,AUTOMATICA
CONTAMANA,EAMA,Meteorológica,-7.35254,-75.00632,47287402,,AUTOMATICA
BILINGURSTH,EHMA,Hidrológica,-12.56083,-69.18949,260700,,AUTOMATICA
CACHUELA,EHMA,Hidrológica,-12.60442,-69.18304,260403,,AUTOMATICA
PUENTE HERRERA,EHMA,Hidrológica,-12.61361,-69.19413,260402,,AUTOMATICA
TAMBOPATA,EHA,Hidrológica,-12.5925,-69.17529,260002,,AUTOMATICA
PUERTO MALDONADO,EMA,Meteorológica,-12.5873,-69.2088,112279,,AUTOMATICA
MALINOWSKY,EMA,Meteorológica,-12.93411,-69.5175,47E8336C,,AUTOMATICA
SALVACION,EMA,Meteorológica,-12.8312,-71.36446,47E8201A,,AUTOMATICA
IÑAPARI,EAMA,Meteorológica,-10.95589,-69.578,472587E0,,AUTOMATICA
MOQUEGUA,EMA,Meteorológica,-17.17874,-70.93267,4723F1BE,,AUTOMATICA
12 DE OCTUBRE,EAMA,Meteorológica,-10.60641,-76.52927,110137,,AUTOMATICA
OXAPAMPA,EMA,Meteorológica,-10.59417,-75.38417,4725D79C,,AUTOMATICA
PUERTO BERMUDEZ,EAMA,Meteorológica,-10.28619,-74.94356,109093,,AUTOMATICA
SAN JOSE DE VILLA RICA,EAMA,Meteorológica,-10.75108,-75.29874,110142,,AUTOMATICA
SAN MIGUEL,EMA,Meteorológica,-5.24619,-80.68425,105143,,AUTOMATICA
PARTIDOR,EMA,Meteorológica,-4.73197,-80.27978,104113,,AUTOMATICA
LAGARTERA,EHA,Hidrológica,-4.7285,-80.06956,47E0F2D4,,AUTOMATICA
BOCATOMA CHIPILLICO,EHA,Hidrológica,-4.7142,-80.11825,47E0E1A2,,AUTOMATICA
TAMBO GRANDE,EHA,Hidrológica,-4.93848,-80.34703,47E0522C,,AUTOMATICA
HUALCUY,EMA,Meteorológica,-4.74701,-79.60729,47E281B0,,AUTOMATICA
ALTO DE POCLUS,EMA,Meteorológica,-4.91691,-79.89052,104114,,AUTOMATICA
PAIMAS,EMA,Meteorológica,-4.63439,-79.94581,472FC5B8,,AUTOMATICA
BOCATOMA ZAMBA,EHA,Hidrológica,-4.66444,-79.89735,4723C424,,AUTOMATICA
SAPILLICA,EMA,Meteorológica,-4.79639,-79.99972,472FF022,,AUTOMATICA
EL CIRUELO,EHA,Hidrológica,-4.29899,-80.1673,47E9177A,,AUTOMATICA
PUENTE MACARA,EHA,Hidrológica,-4.39338,-79.96412,47E0C74E,,AUTOMATICA
HUANCABAMBA,EMA,Meteorológica,-5.24681,-79.45399,472FE354,,AUTOMATICA
HUARMACA,EAMA,Meteorológica,-5.56586,-79.52544,472761E6,,AUTOMATICA
CANCHAQUE,EMA,Meteorológica,-5.40055,-79.6052,472F86B2,,AUTOMATICA
CHULUCANAS,EMA,Meteorológica,-5.10844,-80.16954,472F6540,,AUTOMATICA
CORRAL DEL MEDIO,EHA,Hidrológica,-5.18871,-79.89148,47E037CA,,AUTOMATICA
CHALACO,EMA,Meteorológica,-5.03389,-79.83,472FB328,,AUTOMATICA
SAN PEDRO,EHA,Hidrológica,-5.07954,-80.0162,47E08444,,AUTOMATICA
MORROPON,EMA,Meteorológica,-5.19465,-79.97107,472F7636,,AUTOMATICA
SALITRAL,EHA,Hidrológica,-5.34602,-79.83761,47E067B6,,AUTOMATICA
MALACASI,EMA,Meteorológica,-5.33977,-79.85794,472FA05E,,AUTOMATICA
HACIENDA BIGOTE,EMA,Meteorológica,-5.32089,-79.78569,472F95C4,,AUTOMATICA
HACIENDA BARRIOS,EHA,Hidrológica,-5.2895,-79.69909,47E074C0,,AUTOMATICA
SANTO DOMINGO,EMA,Meteorológica,-5.03827,-79.87049,105145,,AUTOMATICA
PUENTE SIMON RODRIGUEZ,EHA,Hidrológica,-4.87999,-81.02038,47E0B1DE,,AUTOMATICA
LANCONES,EMA,Meteorológica,-4.6429,-80.54716,472FD6CE,,AUTOMATICA
ALAMOR,EHA,Hidrológica,-4.47749,-80.39788,47E0D438,,AUTOMATICA
LA ARDILLA,EHA,Hidrológica,-4.49094,-80.38819,47E09732,,AUTOMATICA
EL CHIRA,EAMA,Meteorológica,-4.85519,-80.73433,104109,,AUTOMATICA
CHUSIS,EMA,Meteorológica,-5.51694,-80.83361,105120,,AUTOMATICA
BERNAL,EMA,Meteorológica,-5.45449,-80.74262,105144,,AUTOMATICA
PUNO,EMA,Meteorológica,-15.82625,-70.01208,472DD33A,,AUTOMATICA
ENAFER,EHA,Hidrológica,-15.83647,-70.016,47256412,,AUTOMATICA
RINCON DE LA CRUZ,EAMA,Meteorológica,-15.99019,-69.80958,115154,,AUTOMATICA
ILLPA,EAMA,Meteorológica,-15.6821,-70.07606,115153,,AUTOMATICA
ILLPA,EMA,Meteorológica,-15.68726,-70.07988,472E4156,,AUTOMATICA
LARAQUERI,EMA,Meteorológica,-16.13592,-70.04589,472CB426,,AUTOMATICA
CAMACANI,EAMA,Meteorológica,-15.94981,-69.85875,115152,,AUTOMATICA
PUENTE AZANGARO,EHMA,Hidrológica,-14.92139,-70.18861,270202,,AUTOMATICA
MACUSANI,EMA,Meteorológica,-14.06675,-70.42206,114138,,AUTOMATICA
UPINA,EAMA,Meteorológica,-13.88492,-70.08281,4721B992,,AUTOMATICA
AYMAÑA,EMA,Meteorológica,-13.87279,-70.66759,4721AAE4,,AUTOMATICA
CRUCERO,EMA,Meteorológica,-14.36416,-70.02583,114137,,AUTOMATICA
DESAGUADERO,EHA,Hidrológica,-16.56364,-69.03667,270001,,AUTOMATICA
ILAVE,EHMA,Meteorológica,-16.08825,-69.62592,472E112A,,AUTOMATICA
PUENTE CARRETERA RAMIS,EHMA,Hidrológica,-15.25544,-69.87381,47251282,,AUTOMATICA
HUANCASAYA,EHMA,Hidrológica,-15.14308,-69.21467,210003,,AUTOMATICA
LAMPA,EMA,Meteorológica,-15.36296,-70.37343,115157,,AUTOMATICA
CABANILLAS,EMA,Meteorológica,-15.63909,-70.34661,115156,,AUTOMATICA
PAMPAHUTA,EMA,Meteorológica,-15.48369,-70.67599,472DE6A0,,AUTOMATICA
SANTA LUCIA,EMA,Meteorológica,-15.69411,-70.59928,115158,,AUTOMATICA
PALCA,EMA,Meteorológica,-15.2359,-70.59313,472E37C6,,AUTOMATICA
ANANSAYA -PUNA,EMA,Meteorológica,-14.33386,-70.52334,114134,,AUTOMATICA
JULIACA,EMA,Meteorológica,-15.47106,-70.17122,472CF72C,,AUTOMATICA
PLAYA HERMOSA,EAMA,Meteorológica,-5.91616,-76.98719,105137,,AUTOMATICA
JEPELACIO,EMA,Meteorológica,-6.11275,-76.90761,106144,,AUTOMATICA
BELLAVISTA,EMA,Meteorológica,-7.05517,-76.55836,107142,,AUTOMATICA
HUAYABAMBA,EHA,Hidrológica,-7.2689,-76.73698,212600,,AUTOMATICA
NARANJILLO,EAMA,Meteorológica,-5.80962,-77.39321,4724851A,,AUTOMATICA
EL PORVENIR,EAMA,Meteorológica,-6.58906,-76.31824,4723013A,,AUTOMATICA
TOCACHE,EHMA,Hidrológica,-8.18475,-76.50789,47E2E456,,AUTOMATICA
CERRO BLANCO,EHA,Hidrológica,-17.96873,-70.15231,47E13530,,AUTOMATICA
LA TRANCA,EHA,Hidrológica,-17.74313,-70.47178,4722F344,,AUTOMATICA
CAPLINA,EHA,Hidrológica,-17.6921,-69.92511,47E143A0,,AUTOMATICA
CHALLATA,EHA,Hidrológica,-17.81542,-70.09896,47E195C8,,AUTOMATICA
REPRESA PAUCARANI,EHA,Hidrológica,-17.53436,-69.76499,47E113DC,,AUTOMATICA
BOCATOMA EL AYRO,EMA,Meteorológica,-17.58019,-69.62673,47E2B42A,,AUTOMATICA
CANDARAVE,EMA,Meteorológica,-17.268,-70.25409,47E2C2BA,,AUTOMATICA
CORACHAY II,EHA,Hidrológica,-17.11435,-70.28838,47E1654C,,AUTOMATICA
LAGUNA ARICOTA,EHA,Hidrológica,-17.37093,-70.30847,47E12646,,AUTOMATICA
PUENTE VIEJO,EHA,Hidrológica,-17.61756,-70.76097,47E186BE,,AUTOMATICA
TARATA,EMA,Meteorológica,-17.47937,-70.03665,47E2D1CC,,AUTOMATICA
CHUAPALCA,EMA,Meteorológica,-17.30882,-69.66179,47E292C6,,AUTOMATICA
PUENTE TALAPALCA,EHA,Hidrológica,-17.47487,-70.17265,47E150D6,,AUTOMATICA
ANCOAQUE,EHA,Hidrológica,-17.19972,-69.93917,117059,,AUTOMATICA
VILACOTA,EMA,Meteorológica,-17.07909,-70.04302,47E2A75C,,AUTOMATICA
SALIDA TUNEL KOVIRE,EHA,Hidrológica,-17.23804,-70.00854,47E1763A,,AUTOMATICA
REPRESA JARUMAS,EHA,Hidrológica,-17.3692,-69.94863,47E1B324,,AUTOMATICA
PUENTE TUMBES,EHA,Hidrológica,-3.5709,-80.4609,47E024BC,,AUTOMATICA
CAMPAMENTO SEDE,EMA,Meteorológica,-3.55115,-80.42962,472EF2D8,,AUTOMATICA
RICA PLAYA,EMA,Meteorológica,-3.81333,-80.4575,472F264A,,AUTOMATICA
HUASIMO,EMA,Meteorológica,-3.99815,-80.50392,472F43AC,,AUTOMATICA
CABO INGA M,EMA,Meteorológica,-3.97594,-80.40182,472F00A6,,AUTOMATICA
CABO INGA H,EHA,Hidrológica,-3.97873,-80.39938,47E01126,,AUTOMATICA
EL TIGRE,EHMA,Hidrológica,-3.7687,-80.45689,4724A3F6,,AUTOMATICA
CAÑAVERAL,EMA,Meteorológica,-3.93905,-80.65055,472F13D0,,AUTOMATICA
MATAPALO,EMA,Meteorológica,-3.68276,-80.19851,472F353C,,AUTOMATICA
CALLERIA,EMA,Meteorológica,-7.89825,-74.49886,47E86310,,AUTOMATICA
SANTA ANA,EMA,Meteorológica,-8.49763,-75.56274,47E8568A,,AUTOMATICA
PUERTO ESPERANZA,EMA,Meteorológica,-9.77083,-70.70666,47E87066,,AUTOMATICA
PAMPA BLANCA,EMA,Meteorológica,-14.23722,-75.10389,114140,,AUTOMATICA
HUAYTAPALLANA,EMA,Meteorológica,-11.92717,-75.06186,472DF5D6,,AUTOMATICA
APATA,EAMA,Meteorológica,-11.85277,-75.36357,111293,,AUTOMATICA
MANTARO,EAMA,Meteorológica,-11.83382,-75.39073,111296,,AUTOMATICA
MUQUI,EAMA,Meteorológica,-11.82102,-75.43101,111294,,AUTOMATICA
SATIPO,EMA,Meteorológica,-11.2247,-74.6087,4725C4EA,,AUTOMATICA
POTSOTENI,EMA,Meteorológica,-11.41316,-74.14723,111299,,AUTOMATICA
TARMA,EAMA,Meteorológica,-11.3967,-75.6899,47257764,,AUTOMATICA
CHACAPALPA,EMA,Meteorológica,-11.7525,-75.74226,111288,,AUTOMATICA
MARCAPOMACOCHA,EMA,Meteorológica,-11.40443,-76.32508,472D9030,,AUTOMATICA
SALINAR,EHA,Hidrológica,-7.66069,-78.96109,211001,,AUTOMATICA
CASAGRANDE,EMA,Meteorológica,-7.75031,-79.18869,472D30C8,,AUTOMATICA
CALLANCAS,EMA,Meteorológica,-7.7675,-78.47729,472D8346,,AUTOMATICA
LA FORTUNA,EMA,Meteorológica,-7.67042,-78.40242,107131,,AUTOMATICA
USQUIL,EMA,Meteorológica,-7.8186,-78.41497,472D60B4,,AUTOMATICA
PUENTE COINA,EHMA,Hidrológica,-7.79636,-78.38012,472E74CC,,AUTOMATICA
CAPACHIQUE,EMA,Meteorológica,-7.85642,-78.31184,472EB1D2,,AUTOMATICA
TICAPAMPA,EMA,Meteorológica,-7.91641,-77.90148,107130,,AUTOMATICA
QUIRUVILCA,EMA,Meteorológica,-8.00419,-78.3079,4727319A,,AUTOMATICA
PUENTE PALMIRA,EHMA,Hidrológica,-7.54919,-78.81051,472E5220,,AUTOMATICA
CASCAS,EMA,Meteorológica,-7.47987,-78.82367,472EA2A4,,AUTOMATICA
LUCMA,EMA,Meteorológica,-7.64333,-78.55135,472D552E,,AUTOMATICA
EL TAMBO,EHMA,Hidrológica,-7.57398,-78.70655,47E0A2A8,,AUTOMATICA
MARMOT,EMA,Meteorológica,-7.7635,-78.66725,472CC2B6,,AUTOMATICA
TINAJONES,EMA,Meteorológica,-6.65489,-79.42792,47E2F720,,AUTOMATICA
VISTA FLORIDA,EMA,Meteorológica,-6.72775,-79.78088,106140,,AUTOMATICA
PUCHACA,EHA,Hidrológica,-6.37353,-79.46673,106138,,AUTOMATICA
TONGORRAPE,EMA,Meteorológica,-6.06692,-79.68203,47201542,,AUTOMATICA
EL VIRREY,EMA,Meteorológica,-5.53579,-79.98416,472F50DA,,AUTOMATICA
PASABAR,EAMA,Meteorológica,-5.83714,-79.81911,4726F67E,,AUTOMATICA
ANTONIO RAYMONDI,EMA,Meteorológica,-11.77606,-77.15139,472A218A,,AUTOMATICA
CERES,EMA,Meteorológica,-12.02867,-76.92711,112278,,AUTOMATICA
CARABAYLLO,EMA,Meteorológica,-11.90219,-77.03364,111286,,AUTOMATICA
PANTANOS DE VILLA,EMA,Meteorológica,-12.21142,-76.98797,112277,,AUTOMATICA
CAMPO DE MARTE,EMA,Meteorológica,-12.07056,-77.04314,112181,,AUTOMATICA
VON HUMBOLDT,EMA,Meteorológica,-12.08221,-76.93944,472AC278,,AUTOMATICA
HUACHIPA,EHA,Hidrológica,-12.01283,-76.89542,212607,,AUTOMATICA
ÑAÑA,EMA,Meteorológica,-11.98744,-76.84194,111290,,AUTOMATICA
CHOSICA,EHMA,Hidrológica,-11.92986,-76.68964,47278214,,AUTOMATICA
PUENTE PIEDRA,EMA,Meteorológica,-11.86325,-77.07413,111287,,AUTOMATICA
SAN BORJA,EMA,Meteorológica,-12.10859,-77.00769,112193,,AUTOMATICA
SAN JUAN DE LURIGANCHO,EMA,Meteorológica,-11.98164,-76.99925,112267,,AUTOMATICA
