nombre,categoria,tipo,lat,lon,codigo,codigo_antiguo,estado
JAZAN,CO,Meteorológica,-5.94485,-77.97569,105079,,REAL
SANTA MARIA DE NIEVA,CO,Meteorológica,-4.83039,-77.93928,104060,,REAL
LOS NARANJOS,HLG,Hidrológica,-5.75568,-78.43154,221501,,REAL
BAGUA CHICA,CP,Meteorológica,-5.66148,-78.53396,105068,,REAL
JAMALCA,CO,Meteorológica,-5.8927,-78.2339,105042,,REAL
CAJAMARQUILLA,CO,Meteorológica,-9.63204,-77.74136,109046,,REAL
PARIACOTO,CO,Meteorológica,-9.55239,-77.88761,109040,,REAL
AIJA,CO,Meteorológica,-9.78164,-77.60674,109016,,REAL
CHIQUIAN,CO,Meteorológica,-10.14763,-77.15949,110018,,REAL
CHAVIN,CO,Meteorológica,-9.58598,-77.17526,109019,,REAL
CHAMANA,CO,Meteorológica,-10.20739,-77.55872,110039,,REAL
SIHUAS,CO,Meteorológica,-8.56667,-77.65,108047,,REAL
YUNGAY,CO,Meteorológica,-9.14189,-77.74998,109018,,REAL
CURAHUASI,CP,Meteorológica,-13.55253,-72.73487,113029,,REAL
GRANJA SAN ANTONIO,MAP,Meteorológica,-13.6049,-72.8569,113225,,REAL
ANDAHUAYLAS,CO,Meteorológica,-13.64863,-73.36679,113025,,REAL
AYMARAES,CO,Meteorológica,-14.29056,-73.25168,114117,,REAL
TAMBOBAMBA,CO,Meteorológica,-13.94492,-72.17522,113059,,REAL
PAMPAS,CO,Meteorológica,-13.43488,-73.82427,113138,,REAL
CURPAHUASI,CO,Meteorológica,-14.0628,-72.6669,114108,,REAL
LA PAMPILLA,MAP,Meteorológica,-16.4138,-71.53453,116017,,REAL
CHIGUATA,CO,Meteorológica,-16.40644,-71.40913,116020,,REAL
HUASACACHE,CO,Meteorológica,-16.45774,-71.56635,116003,,REAL
TINGO GRANDE,HLG,Hidrológica,-16.45992,-71.57431,204708,,REAL
PUENTE DEL DIABLO,HLG,Hidrológica,-16.42679,-71.67503,204707,,REAL
LA JOYA,MAP,Meteorológica,-16.58359,-71.92464,116005,,REAL
HACIENDA PAMPATA,HLG,Hidrológica,-16.54193,-72.69957,204621,,REAL
OCOÑA,HLG,Hidrológica,-16.427,-73.1145,204504,,REAL
CAMANA,CO,Meteorológica,-16.64395,-72.70432,116013,,REAL
CARAVELI,CO,Meteorológica,-15.77568,-73.36259,115018,,REAL
PUNTA ATICO,CO,Meteorológica,-16.2317,-73.6964,116011,,REAL
CHAPARRA,CO,Meteorológica,-15.74765,-73.87089,100026,,REAL
LOMAS,CO,Meteorológica,-15.57119,-74.8503,115133,,REAL
HUATIAPA,HLG,Hidrológica,-16.00806,-72.48355,204617,,REAL
APLAO,CO,Meteorológica,-16.07288,-72.49226,116014,,REAL
ANDAGUA,CO,Meteorológica,-15.5009,-72.3551,115085,,REAL
CHOCO,CO,Meteorológica,-15.5771,-72.1296,115089,,REAL
MACHAHUAY,CO,Meteorológica,-15.65321,-72.50322,115129,,REAL
ORCOPAMPA,CO,Meteorológica,-15.2639,-72.341,115086,,REAL
PAMPACOLCA,CO,Meteorológica,-15.7167,-72.5683,115021,,REAL
CHIVAY,CO,Meteorológica,-15.64163,-71.60169,115025,,REAL
CABANACONDE,CO,Meteorológica,-15.6226,-71.97409,115041,,REAL
CAYLLOMA,CO,Meteorológica,-15.18882,-71.77019,115022,,REAL
HUAMBO,CO,Meteorológica,-15.73201,-72.10693,115090,,REAL
HUANCA,CO,Meteorológica,-16.03458,-71.88108,116058,,REAL
CAJATAMBO,CO,Meteorológica,-10.47788,-76.98971,110019,,REAL
CANTA,CP,Meteorológica,-11.47121,-76.62569,111026,,REAL
OBRAJILLO,HLG,Hidrológica,-11.45293,-76.62217,202802,,REAL
PUENTE MAGDALENA,HLG,Hidrológica,-11.69463,-76.83719,111151,,REAL
LA CAPILLA,HLG,Hidrológica,-12.52194,-76.49637,203101,,REAL
SOCSI CAÑETE,PE,Meteorológica,-13.03051,-76.20027,113140,,REAL
SOCSI,HLG,Hidrológica,-13.0283,-76.19453,203302,,REAL
PACARAN,CO,Meteorológica,-12.86689,-76.05793,112058,,REAL
PACARAN,HLM,Hidrológica,-12.86096,-76.05479,203303,,REAL
HUAYAN,CO,Meteorológica,-11.45281,-77.122,111022,,REAL
SANTO DOMINGO,HLG,Hidrológica,-11.37009,-77.02823,202701,,REAL
PAMPA DE MAJES,MAP,Meteorológica,-16.3357,-72.1525,116006,,REAL
HUANCAVELICA,CO,Meteorológica,-12.7715,-75.0124,112061,,REAL
PUERTO ALMENDRA,CO,Meteorológica,-3.8286,-73.377,103046,,REAL
LA YARADA,CP,Meteorológica,-18.2107,-70.5259,118002,,REAL
MATUCANA,CO,Meteorológica,-11.83913,-76.37792,111027,,REAL
ANTAPUCRO,HLG,Hidrológica,-12.0314,-76.62437,203003,,REAL
RIO BLANCO,HLG,Hidrológica,-11.7345,-76.25938,202904,,REAL
HUAROCHIRI,CO,Meteorológica,-12.13886,-76.23429,112055,,REAL
SAN LAZARO DE ESCOMARCA,CO,Meteorológica,-12.18088,-76.35207,112126,,REAL
SAN MATEO DE HUANCHOR,PLU,Meteorológica,-11.76017,-76.301,111175,,REAL
SAN MATEO,HLG,Hidrológica,-11.76012,-76.30111,202905,,REAL
SANTA EULALIA,PLU,Meteorológica,-11.92,-76.66664,111086,,REAL
SANTA EULALIA,HLM,Hidrológica,-11.91984,-76.66678,202930,,REAL
UNJF SANCHEZ CARRION - HUACHO,CP,Meteorológica,-11.12386,-77.60603,111163,,REAL
LOMAS DE LACHAY,CO,Meteorológica,-11.36014,-77.36839,111018,,REAL
ALCANTARILLA,MAP,Meteorológica,-11.06068,-77.55011,111004,,REAL
PICOY,CO,Meteorológica,-10.92162,-76.73701,110021,,REAL
PICOY,HLG,Hidrológica,-10.92164,-76.7367,202607,,REAL
SAYAN,HLM,Hidrológica,-11.13476,-77.19832,212301,,REAL
CAMAY,CO,Meteorológica,-10.91294,-77.6489,110017,,REAL
YAUYOS,CO,Meteorológica,-12.49173,-75.91039,112057,,REAL
HUANGASCAR,PE,Meteorológica,-12.89858,-75.83365,112134,,REAL
TAMSHIYACU,CO,Meteorológica,-4.00356,-73.16112,103049,,REAL
TAMSHIYACU,HLM,Hidrológica,-4.00316,-73.1614,240103,,REAL
FRANCISCO ORELLANA,CO,Meteorológica,-3.42333,-72.76667,103024,,REAL
MAZAN,CP,Meteorológica,-3.48817,-73.08182,103044,,REAL
PUNCHANA,PE,Meteorológica,-3.6903,-73.2556,103015,,REAL
SAN LORENZO,CO,Meteorológica,-4.82954,-76.55477,104057,,REAL
SAN LORENZO,HLM,Hidrológica,-4.8322,-76.5554,220108,,REAL
LAGUNAS,HLM,Hidrológica,-5.2171,-75.6679,230603,,REAL
NAUTA,CO,Meteorológica,-4.51336,-73.58375,104056,,REAL
CABALLOCOCHA,CO,Meteorológica,-3.9112,-70.5119,103031,,REAL
PEBAS,CO,Meteorológica,-3.3188,-71.8588,103054,,REAL
GENARO HERRERA,CP,Meteorológica,-4.91003,-73.66944,104071,,REAL
PUERTO MALDONADO,CP,Meteorológica,-12.5873,-69.2088,100109,,REAL
IÑAPARI,CO,Meteorológica,-10.95589,-69.578,110129,,REAL
MOQUEGUA,CP,Meteorológica,-17.17875,-70.93269,117002,,REAL
CARUMAS,CO,Meteorológica,-16.8115,-70.6954,116025,,REAL
CALACOA,CO,Meteorológica,-16.73988,-70.68765,116051,,REAL
YACANGO,CO,Meteorológica,-17.09078,-70.86699,100150,,REAL
TUMILACA,HLG,Hidrológica,-17.12838,-70.83689,204804,,REAL
OMATE,CO,Meteorológica,-16.67531,-70.97925,116023,,REAL
PUQUINA,CO,Meteorológica,-16.62978,-71.18476,116021,,REAL
QUINISTAQUILLAS,CO,Meteorológica,-16.74971,-70.87858,116049,,REAL
UBINAS,CO,Meteorológica,-16.3888,-70.8541,100142,,REAL
PUNTA COLES,CO,Meteorológica,-17.69862,-71.37331,117008,,REAL
ILO,CO,Meteorológica,-17.62381,-71.27188,117007,,REAL
CERRO DE PASCO,CO,Meteorológica,-10.69341,-76.26421,110037,,REAL
YANAHUANCA,CO,Meteorológica,-10.4896,-76.5129,110007,,REAL
OXAPAMPA,CO,Meteorológica,-10.5642,-75.4184,110028,,REAL
SAN MIGUEL,MAP,Meteorológica,-5.2462,-80.68436,105063,,REAL
PARTIDOR,CO,Meteorológica,-4.73197,-80.27982,104084,,REAL
AYABACA,CP,Meteorológica,-4.63776,-79.71077,104058,,REAL
ALTO DE POCLUS,CP,Meteorológica,-4.9169,-79.89047,104097,,REAL
SAPILLICA,PLU,Meteorológica,-4.77817,-79.98178,104019,,REAL
HUANCABAMBA,CP,Meteorológica,-5.24681,-79.45399,105055,,REAL
SALALA,CP,Meteorológica,-5.11153,-79.46349,105096,,REAL
HUARMACA,CO,Meteorológica,-5.56479,-79.51975,105064,,REAL
SONDORILLO,CO,Meteorológica,-5.3398,-79.43137,105022,,REAL
CHULUCANAS,CO,Meteorológica,-5.10843,-80.16956,105070,,REAL
CHALACO,CP,Meteorológica,-5.03865,-79.79168,105016,,REAL
SAN PEDRO,PLU,Meteorológica,-5.07954,-80.01621,100126,,REAL
SAN PEDRO,HLG,Hidrológica,-5.0796,-80.01624,200415,,REAL
MORROPON,CO,Meteorológica,-5.19465,-79.97107,105106,,REAL
MALACASI,CP,Meteorológica,-5.33977,-79.85794,108007,,REAL
SANTO DOMINGO,CO,Meteorológica,-5.03825,-79.87049,100131,,REAL
LA ESPERANZA,CP,Meteorológica,-4.92114,-81.05969,104090,,REAL
LANCONES,CO,Meteorológica,-4.64288,-80.54717,104016,,REAL
MALLARES,CP,Meteorológica,-4.85574,-80.73556,104079,,REAL
EL ALTO,CO,Meteorológica,-4.26198,-81.21815,104080,,REAL
CHUSIS,CO,Meteorológica,-5.52756,-80.81275,105105,,REAL
BERNAL,CO,Meteorológica,-5.4545,-80.74262,105012,,REAL
PUNO,CP,Meteorológica,-15.82625,-70.01208,100110,,REAL
LOS UROS,CO,Meteorológica,-15.82039,-69.97413,100088,,REAL
RINCON DE LA CRUZ,CO,Meteorológica,-15.99017,-69.80961,115052,,REAL
ISLA TAQUILE,CO,Meteorológica,-15.77019,-69.69107,115049,,REAL
CAPACHICA,CO,Meteorológica,-15.61344,-69.84222,100021,,REAL
MAÑAZO,CO,Meteorológica,-15.79944,-70.33949,115051,,REAL
LARAQUERI,CO,Meteorológica,-16.13599,-70.04587,116033,,REAL
AZANGARO,CO,Meteorológica,-14.9172,-70.19046,114041,,REAL
PUENTE  AZANGARO,HLG,Hidrológica,-14.91975,-70.18936,210102,,REAL
ARAPA,CO,Meteorológica,-15.1786,-70.109,115035,,REAL
MUÑANI,CO,Meteorológica,-14.76694,-69.95181,114042,,REAL
MACUSANI,CO,Meteorológica,-14.06674,-70.42205,114039,,REAL
CRUCERO,CO,Meteorológica,-14.36419,-70.02592,114058,,REAL
SAN GABAN,CO,Meteorológica,-13.4609,-70.41,113119,,REAL
JULI,CO,Meteorológica,-16.20378,-69.45992,116061,,REAL
PUENTE INTERNACIONAL DESAGUADERO,HLG,Hidrológica,-16.5638,-69.0363,270700,,REAL
PUENTE YOROHOCO CALLACAME,HLG,Hidrológica,-16.57065,-69.32278,210502,,REAL
PIZACOMA,CO,Meteorológica,-16.9043,-69.3695,116029,,REAL
ZAPATILLA,HLM,Hidrológica,-16.1386,-69.5787,270503,,REAL
PUENTE ILAVE,HLG,Hidrológica,-16.0882,-69.6317,210301,,REAL
ILAVE,CO,Meteorológica,-16.05994,-69.64039,116027,,REAL
MAZO CRUZ,CO,Meteorológica,-16.73888,-69.71544,116026,,REAL
HUANCANE,CO,Meteorológica,-15.20687,-69.7583,115037,,REAL
PUENTE CARRETERA HUANCANE,HLG,Hidrológica,-15.21588,-69.79262,210201,,REAL
PUENTE CARRETERA RAMIS,HLG,Hidrológica,-15.2553,-69.8738,210101,,REAL
LAMPA,CO,Meteorológica,-15.36109,-70.37415,100081,,REAL
PAMPAHUTA,CO,Meteorológica,-15.4837,-70.676,115027,,REAL
PUCARA,CO,Meteorológica,-15.04567,-70.36663,115046,,REAL
RIO VERDE,HLG,Hidrológica,-15.68427,-70.60002,270300,,REAL
CRUCERO ALTO,CO,Meteorológica,-15.7643,-70.9113,115044,,REAL
AYAVIRI,CO,Meteorológica,-14.8688,-70.5916,114038,,REAL
LLALLY,CO,Meteorológica,-14.95286,-70.88052,114034,,REAL
HUARAYA MOHO,CO,Meteorológica,-15.3881,-69.4842,115038,,REAL
PUTINA,CO,Meteorológica,-14.921,-69.8757,114093,,REAL
ANANEA,CO,Meteorológica,-14.6763,-69.5339,114050,,REAL
LAMPA,HLM,Hidrológica,-15.4437,-70.2092,210405,,REAL
PUENTE UNOCOLLA COATA,HLG,Hidrológica,-15.45085,-70.19133,210407,,REAL
CABANILLAS,CO,Meteorológica,-15.63911,-70.34661,115033,,REAL
MOYOBAMBA,CO,Meteorológica,-6.04481,-76.96822,106014,,REAL
JEPELACIO,CO,Meteorológica,-6.11275,-76.90761,106088,,REAL
SORITOR,CO,Meteorológica,-6.142,-77.09179,106083,,REAL
BELLAVISTA,CO,Meteorológica,-7.05517,-76.55836,107012,,REAL
SAN PABLO,CO,Meteorológica,-6.80956,-76.57625,106091,,REAL
ALAO,CO,Meteorológica,-6.517,-76.73806,106092,,REAL
SAPOSOA,CO,Meteorológica,-6.94313,-76.76823,106032,,REAL
LAMAS,CO,Meteorológica,-6.41874,-76.52794,106016,,REAL
PONGO DE CAYNARACHI,CO,Meteorológica,-6.33047,-76.28175,100104,,REAL
TABALOSOS,CO,Meteorológica,-6.39533,-76.62533,106043,,REAL
HUAYABAMBA,HLG,Hidrológica,-7.26871,-76.73701,230504,,REAL
PACHIZA,CO,Meteorológica,-7.29322,-76.77092,107010,,REAL
PICOTA,HLG,Hidrológica,-6.91949,-76.3272,230715,,REAL
PILLUANA,CO,Meteorológica,-6.77631,-76.29056,106098,,REAL
SHAMBOYACU,PLU,Meteorológica,-7.0223,-76.12911,107091,,REAL
SHAMBOYACU,HLG,Hidrológica,-7.02302,-76.12952,221813,,REAL
TINGO DE PONAZA,CO,Meteorológica,-6.93722,-76.25267,106119,,REAL
RIOJA,CO,Meteorológica,-6.04728,-77.17197,106013,,REAL
TARAPOTO,CO,Meteorológica,-6.47597,-76.37039,100138,,REAL
CHAZUTA,CO,Meteorológica,-6.57119,-76.1315,106101,,REAL
EL PORVENIR,MAP,Meteorológica,-6.58903,-76.31825,106040,,REAL
PUENTE TOCACHE,HLG,Hidrológica,-8.18475,-76.50789,230700,,REAL
TANANTA,CP,Meteorológica,-8.11524,-76.58049,100137,,REAL
JORGE BASADRE,MAP,Meteorológica,-18.02689,-70.25153,118004,,REAL
CALANA,CP,Meteorológica,-17.97458,-70.1932,117003,,REAL
CORUCA,HLG,Hidrológica,-17.63312,-70.45456,214901,,REAL
SAMA GRANDE,CO,Meteorológica,-17.78758,-70.48962,117018,,REAL
CALIENTES,CO,Meteorológica,-17.884,-70.1425,117015,,REAL
PALCA,CO,Meteorológica,-17.77795,-69.95864,117037,,REAL
CANDARAVE,CO,Meteorológica,-17.26776,-70.25537,117019,,REAL
LOCUMBA,HLM,Hidrológica,-17.6179,-70.761,205010,,REAL
ILABAYA,CO,Meteorológica,-17.41783,-70.51281,117016,,REAL
ITE,CO,Meteorológica,-17.86008,-70.95169,117012,,REAL
TARATA,CO,Meteorológica,-17.47935,-70.03663,117020,,REAL
SUSAPAYA,CO,Meteorológica,-17.34771,-70.13472,117033,,REAL
PUERTO PIZARRO,CO,Meteorológica,-3.50396,-80.39538,103038,,REAL
LA CRUZ,CP,Meteorológica,-3.62829,-80.56927,100072,,REAL
EL TIGRE,HLG,Hidrológica,-3.76848,-80.45685,200202,,REAL
RICA PLAYA,CO,Meteorológica,-3.8119,-80.50546,103036,,REAL
CAÑAVERAL,CO,Meteorológica,-3.9391,-80.65058,103042,,REAL
PAPAYAL,CO,Meteorológica,-3.56732,-80.23324,103040,,REAL
AGUAYTIA,CO,Meteorológica,-9.04225,-75.50624,108028,,REAL
PUENTE AGUAYTIA,HLG,Hidrológica,-9.03738,-75.50449,231201,,REAL
SAN ALEJANDRO,CO,Meteorológica,-8.83444,-75.21639,100121,,REAL
SAN ALEJANDRO,HLM,Hidrológica,-8.83091,-75.21281,250103,,REAL
RIO GRANDE,CO,Meteorológica,-14.52648,-75.21306,114006,,REAL
PAMPA BLANCA,PE,Meteorológica,-14.23731,-75.10407,114066,,REAL
LETRAYOC,HLG,Hidrológica,-13.65773,-75.74496,203601,,REAL
HACIENDA BERNALES,CO,Meteorológica,-13.74114,-75.96641,100046,,REAL
SANTA ANA,MAP,Meteorológica,-12.00955,-75.22158,112083,,REAL
PUENTE BREÑA,HLM,Hidrológica,-12.05216,-75.24051,230931,,REAL
VIQUES,CO,Meteorológica,-12.15603,-75.2283,112037,,REAL
RUNATULLO,CO,Meteorológica,-11.61812,-75.01224,100119,,REAL
COMAS,CO,Meteorológica,-11.74794,-75.13012,111031,,REAL
INGENIO,CO,Meteorológica,-11.87521,-75.29665,111097,,REAL
PICHANAKI,CO,Meteorológica,-10.93352,-74.86681,110008,,REAL
RIO TULUMAYO,HLM,Hidrológica,-11.2091,-75.3348,250501,,REAL
RICRAN,CO,Meteorológica,-11.54,-75.5273,111095,,REAL
JAUJA,CO,Meteorológica,-11.78663,-75.48687,111005,,REAL
JUNIN,CO,Meteorológica,-11.14328,-75.98878,111583,,REAL
SATIPO,CO,Meteorológica,-11.2247,-74.6087,111038,,REAL
TARMA,CO,Meteorológica,-11.3967,-75.6899,111029,,REAL
HUASAHUASI,CO,Meteorológica,-11.2677,-75.6391,111030,,REAL
YANTAC,CO,Meteorológica,-11.34583,-76.40453,111076,,REAL
LA OROYA,CO,Meteorológica,-11.57177,-75.95762,111046,,REAL
HUAYAO,CP,Meteorológica,-12.0402,-75.32049,112056,,REAL
SAN JUAN DE JARPA,CO,Meteorológica,-12.12454,-75.43178,112028,,REAL
LAIVE,CO,Meteorológica,-12.25229,-75.36053,112059,,REAL
TRUJILLO,CO,Meteorológica,-8.11203,-78.9851,108068,,REAL
CHERREPE,CO,Meteorológica,-7.11887,-79.56118,100028,,REAL
CALLANCAS,CO,Meteorológica,-7.76747,-78.47727,107054,,REAL
SALPO,CO,Meteorológica,-8.00535,-78.6071,108001,,REAL
HUAMACHUCO,CO,Meteorológica,-7.81916,-78.04013,107009,,REAL
CACHICADAN,CO,Meteorológica,-8.09184,-78.14938,108045,,REAL
REQUE,CO,Meteorológica,-6.88613,-79.8355,106046,,REAL
OYOTUN,CO,Meteorológica,-6.86394,-79.32062,106109,,REAL
SIPAN,CO,Meteorológica,-6.80141,-79.60002,106036,,REAL
CAYALTI,CP,Meteorológica,-6.8808,-79.547,106042,,REAL
JAYANCA,CO,Meteorológica,-6.33159,-79.76869,106047,,REAL
PASABAR,CP,Meteorológica,-5.83722,-79.81908,105076,,REAL
EL VIRREY,PLU,Meteorológica,-5.5337,-79.98233,105013,,REAL
LAMBAYEQUE,CP,Meteorológica,-6.73438,-79.90894,106108,,REAL
CAMPO DE MARTE,CP,Meteorológica,-12.07053,-77.04317,112171,,REAL
CHOSICA,PLU,Meteorológica,-11.92986,-76.68975,111060,,REAL
CHOSICA,HLG,Hidrológica,-11.92983,-76.68973,202906,,REAL
ÑAÑA,CO,Meteorológica,-11.98744,-76.84194,111023,,REAL
PUENTE HUACHIPA,HLM,Hidrológica,-12.01281,-76.89441,202910,,REAL
YONAN GORE,EHA,Hidrológica,-7.25592,-79.09909,4726E508,,AUTOMATICA
CUTERVO,EMA,Meteorológica,-6.37914,-78.81339,4726A602,,AUTOMATICA
TUNEL CHOTANO,EHMA,Hidrológica,-6.54049,-78.78432,47E1F02E,,AUTOMATICA
CUMBA,EHA,Hidrológica,-5.94135,-78.66413,472B3006,,AUTOMATICA
BAMBAMARCA M,EMA,Meteorológica,-6.67981,-78.52346,472680EE,,AUTOMATICA
BAMBAMARCA H,EHA,Hidrológica,-6.66975,-78.54119,4726D092,,AUTOMATICA
CHUGUR,EMA,Meteorológica,-6.66878,-78.738,4727F484,,AUTOMATICA
JAEN,EMA,Meteorológica,-5.67667,-78.77418,47269398,,AUTOMATICA
SAUZAL,EHMA,Hidrológica,-5.77168,-79.39769,105136,,AUTOMATICA
HUALLAPE,EHA,Hidrológica,-5.45077,-78.69579,472A571A,,AUTOMATICA
SAN IGNACIO,EMA,Meteorológica,-5.14422,-78.99989,4726706A,,AUTOMATICA
SAN MARCOS,EAMA,Meteorológica,-7.32249,-78.17269,4725E206,,AUTOMATICA
TONGOD,EHMA,Hidrológica,-6.74456,-78.81392,47E207A4,,AUTOMATICA
CAÑAD,EHMA,Hidrológica,-6.64934,-78.99733,47E1C5B4,,AUTOMATICA
PUENTE AMBAN,EHMA,Hidrológica,-6.58271,-78.91262,47E1E358,,AUTOMATICA
CHANCAY BAÑOS,EMA,Meteorológica,-6.57489,-78.86721,47E3055E,,AUTOMATICA
POMACANCHI,EMA,Meteorológica,-14.0278,-71.5726,114132,,AUTOMATICA
SORAYPAMPA,EMA,Meteorológica,-13.3955,-72.5736,47294362,,AUTOMATICA
ANCACHURO,EMA,Meteorológica,-13.4724,-72.2188,113252,,AUTOMATICA
CALCA,EMA,Meteorológica,-13.33333,-71.95524,472976F8,,AUTOMATICA
NUEVO PISAC,EHMA,Hidrológica,-13.42264,-71.85388,472A6280,,AUTOMATICA
SAUSAYA,EMA,Meteorológica,-14.52931,-71.35831,114125,,AUTOMATICA
PAYAPUNKU,EMA,Meteorológica,-14.4261,-71.28145,114126,,AUTOMATICA
SICUANI,EAMA,Meteorológica,-14.23736,-71.23669,4726158C,,AUTOMATICA
SIBINACOCHA,EMA,Meteorológica,-13.92214,-71.01823,47E8B578,,AUTOMATICA
SALCCA,EHA,Hidrológica,-14.16991,-71.23186,114118,,AUTOMATICA
MARCA CUNKA,EMA,Meteorológica,-14.49847,-72.08952,114123,,AUTOMATICA
SANTO TOMAS,EMA,Meteorológica,-14.44896,-72.09645,4729A090,,AUTOMATICA
HUAYHUAHUASI,EAMA,Meteorológica,-14.67242,-71.51991,114124,,AUTOMATICA
PONGO DE MAINIQUE,EMA,Meteorológica,-12.24986,-72.82447,112264,,AUTOMATICA
SAN PABLO,EMA,Meteorológica,-13.02506,-72.61988,4729658E,,AUTOMATICA
PICHARI,EMA,Meteorológica,-12.52296,-73.83956,47E880E2,,AUTOMATICA
PAUCARTAMBO,EHA,Hidrológica,-13.3177,-71.59741,210007,,AUTOMATICA
ACJANACO,EMA,Meteorológica,-13.19672,-71.61941,4722A338,,AUTOMATICA
QUINCEMIL,EMA,Meteorológica,-13.2289,-70.7544,113254,,AUTOMATICA
ASHANAKU,EMA,Meteorológica,-13.58048,-71.58878,113247,,AUTOMATICA
INTIHUATANA H,EHA,Hidrológica,-13.18517,-72.52319,472935F2,,AUTOMATICA
MACHUPICCHU,EMA,Meteorológica,-13.16655,-72.54585,472897F0,,AUTOMATICA
INTIHUATANA M,EMA,Meteorológica,-13.17418,-72.56036,472852EE,,AUTOMATICA
HUAYLLABAMBA,EMA,Meteorológica,-13.26581,-72.44881,4727C11E,,AUTOMATICA
PACAYMAYO,EMA,Meteorológica,-13.23419,-72.49841,4729950A,,AUTOMATICA
CHILCA,EHA,Hidrológica,-13.2235,-72.34056,472A9204,,AUTOMATICA
COCHAMARCA,EAMA,Meteorológica,-12.99,-75.51019,4720CDF8,,AUTOMATICA
HUACHOS,EMA,Meteorológica,-13.21667,-75.53333,47292684,,AUTOMATICA
CORDOVA,EMA,Meteorológica,-14.03333,-75.16667,4728F216,,AUTOMATICA
CUSICANCHA,EMA,Meteorológica,-13.48333,-75.3,4728C78C,,AUTOMATICA
CHALLACA M,EMA,Meteorológica,-13.7905,-75.3821,472811E4,,AUTOMATICA
SANTIAGO DE CHOCORVOS,EMA,Meteorológica,-13.83333,-75.25,4729131E,,AUTOMATICA
HUANUCO,EMA,Meteorológica,-9.9378,-76.24793,109082,,AUTOMATICA
CHINCHAVITO,EHA,Hidrológica,-9.515,-75.9425,472D0552,,AUTOMATICA
PUENTE TARUCA,EHA,Hidrológica,-9.85056,-76.1519,472B730C,,AUTOMATICA
CUSHI,EMA,Meteorológica,-10.33924,-76.07321,110148,,AUTOMATICA
QUISCA,EMA,Meteorológica,-10.08922,-76.21556,110146,,AUTOMATICA
SAN MARTIN,EMA,Meteorológica,-9.40385,-76.76482,4720EB14,,AUTOMATICA
CACHICOTO,EMA,Meteorológica,-9.21931,-76.21294,47E845FC,,AUTOMATICA
PUENTE BELLA,EHA,Hidrológica,-9.32411,-76.02935,472DA5AA,,AUTOMATICA
TINGO MARIA,EHMA,Hidrológica,-9.29601,-76.00207,47270400,,AUTOMATICA
PUERTO INCA,EAMA,Meteorológica,-9.3851,-74.96376,4727A4F8,,AUTOMATICA
JESUS DE LAURICOCHA,EMA,Meteorológica,-10.07819,-76.63119,110140,,AUTOMATICA
PUCA PUCA,EAMA,Meteorológica,-9.87895,-76.5909,109094,,AUTOMATICA
HUAMANI EL TAMBO,EHMA,Hidrológica,-13.84386,-75.58944,213503,,AUTOMATICA
BETA SANTIAGO,EMA,Meteorológica,-14.23739,-75.67022,472A446C,,AUTOMATICA
CONTA M,EMA,Meteorológica,-13.43936,-75.97517,4728A26A,,AUTOMATICA
FONAGRO,EAMA,Meteorológica,-13.45935,-76.15243,4728B11C,,AUTOMATICA
SAN PEDRO DE HUACARPANA,EMA,Meteorológica,-13.04889,-75.64806,4728E160,,AUTOMATICA
COPARA,EMA,Meteorológica,-14.975,-74.89056,114139,,AUTOMATICA
PALPA,PE,Meteorológica,-14.54935,-75.18921,114136,,AUTOMATICA
IMATA,EMA,Meteorológica,-15.84266,-71.09062,47E3834A,,AUTOMATICA
PILLONES,EMA,Meteorológica,-15.97861,-71.21333,47E373CE,,AUTOMATICA
SUMBAY,EHA,Hidrológica,-15.81667,-71.11667,472ED434,,AUTOMATICA
SIBAYO,EHA,Hidrológica,-15.49422,-71.4638,47265686,,AUTOMATICA
COTACOTA,EMA,Meteorológica,-15.21331,-71.38955,47E8A60E,,AUTOMATICA
VISCA VISCA,EMA,Meteorológica,-14.7228,-71.9787,114119,,AUTOMATICA
COROPUNA,EMA,Meteorológica,-15.53597,-72.61056,115150,,AUTOMATICA
PAMPA BLANCA,EMA,Meteorológica,-17.07161,-71.72453,117061,,AUTOMATICA
CUYAU,EHA,Hidrológica,-15.21794,-72.93564,115151,,AUTOMATICA
COTAHUASI,EAMA,Meteorológica,-15.21134,-72.89331,47280292,,AUTOMATICA
PAMPA CANGALLO,EMA,Meteorológica,-13.56184,-74.19889,4729D600,,AUTOMATICA
SANTA CRUZ DE HOSPICIO,EAMA,Meteorológica,-13.4383,-74.7993,113248,,AUTOMATICA
HUAC-HUAS,EMA,Meteorológica,-14.12861,-74.94583,47290068,,AUTOMATICA
CCONTACC,EMA,Meteorológica,-14.5423,-74.2642,114122,,AUTOMATICA
PAMPA GALERAS,EMA,Meteorológica,-14.66917,-74.40361,114127,,AUTOMATICA
HURAY HUMA,EMA,Meteorológica,-14.564,-73.5558,114121,,AUTOMATICA
PAUZA,PE,Meteorológica,-15.275,-73.34083,115155,,AUTOMATICA
PAUCARAY,EAMA,Meteorológica,-14.04361,-73.63833,4725B27A,,AUTOMATICA
UNC CAJAMARCA,EMA,Meteorológica,-7.16747,-78.49307,472645F0,,AUTOMATICA
CAJABAMBA,EMA,Meteorológica,-7.62167,-78.05111,4729F0EC,,AUTOMATICA
CRISNEJAS,EHA,Hidrológica,-7.4639,-78.1131,472A32FC,,AUTOMATICA
CELENDIN,EMA,Meteorológica,-6.85303,-78.14487,4726631C,,AUTOMATICA
